Version,Platform,Released,VirusTotal
[`4.17.9` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.9),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.9/gha-utils-macos-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/999b659ad26f29860bee6a96e6f5b3fb63cc648bca092eefe5a3101ea3e1efae)
[`4.17.9` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.9),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.9/gha-utils-windows-arm64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/fef6ff26b13a9925c8c5878ab4455937658d7cd9a85778782351ee47a7567751)
[`4.17.9` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.9),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.9/gha-utils-windows-x64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/139a18e7be16f7f928858f097f004141ad87072f8c7b8b1a40667fcb2abb5f18)
[`4.17.8` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.8),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.8/gha-utils-linux-arm64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/24dcad98ee12e6f3b21eda5e48fd34ce71b9fefd9bd8207cc75d88c17b574ed9)
[`4.17.8` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.8),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.8/gha-utils-linux-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/25c1be3210e29ce20499536cb89384ecb27f404d03d9a424bab9545fac6b6c1a)
[`4.17.8` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.8),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.8/gha-utils-macos-arm64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/fa31550f3e8d3bd1af4db9a57a098e95ef09c2fe65fe9f65bebf8d329bc8a50c)
[`4.17.8` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.8),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.8/gha-utils-macos-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/be72f0c3a41cabd2c0a35e069e8a9ce674192f3f58e496aebe703bbd5a090a60)
[`4.17.8` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.8),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.8/gha-utils-windows-arm64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/fbb94f860a41a71ec6aacca07fb9989e963c85ac671e27077c64566e117d2b3e)
[`4.17.8` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.8),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.8/gha-utils-windows-x64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/df6cbb5305c3e10264f1877bd4ab4d9c857e00eb9c179784a808916487f8f1e3)
[`4.17.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.7),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.7/gha-utils-linux-arm64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/b6ec4fa8f933125a9982a6d48e6e5828031dd21b3186cd1cd95caf1992df8852)
[`4.17.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.7),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.7/gha-utils-linux-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/8d78b30f80ad8d2d2050a1157c6e10fb8609292fc2cc7f133407ccefe992ff97)
[`4.17.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.7),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.7/gha-utils-macos-arm64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/ecb09a171e09eceea2e3711ab0760d293c51c2d7205498dd84aae9edd7cbf526)
[`4.17.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.7),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.7/gha-utils-macos-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/bda230a5dad329d29237eb327368f36ac0cda1568b103a6fe863b185a03b318c)
[`4.17.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.7),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.7/gha-utils-windows-arm64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/34602a3cf73854106e4fa97cf8692168a8bf64a58af53ff72b5de1a5eb7c73b5)
[`4.17.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.7),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.7/gha-utils-windows-x64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/852b55cd383ecdaabba8aad272a2e62fbad447907952b14a458260cc298fe6ff)
[`4.17.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.6),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.6/gha-utils-linux-arm64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/ea9666ca28233734d9cc7c6230186dc2c372678dafb0cee6471c2b0efe870673)
[`4.17.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.6),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.6/gha-utils-linux-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/9eda3ca0b699e9c21647e53cdb614af502f842be6242242c33f57005a715485c)
[`4.17.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.6),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.6/gha-utils-macos-arm64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/969b0c7ca984772af32b8f666241558bd0905295f95740ef17971b1560908295)
[`4.17.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.6),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.6/gha-utils-macos-x64.bin),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/26d6303261f6b9ce3211416f18aa2124e49d2ffd1524dfb57d0c28b1884e3098)
[`4.17.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.6),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.6/gha-utils-windows-arm64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/9abe4f44f02914c4bcf39e38ece7c5742cbeeedd6fd601e5f90105ba575658e0)
[`4.17.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.6),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.6/gha-utils-windows-x64.exe),2025-07-17,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/18f786c610dfe84aed7d568015a83d2c29011187c8ebcbde255cbd24a1bed145)
[`4.17.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.5),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.5/gha-utils-linux-arm64.bin),2025-06-26,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/b8a299de4b6aafb9c98e643a8c9bddc2bb8ee2d18c406e4a71b876cd7a73a97f)
[`4.17.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.5),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.5/gha-utils-linux-x64.bin),2025-06-26,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/1c84ca1d76d5f9552af7402b39dd3494ec3c9c620b94b8b89de08b4022f01417)
[`4.17.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.5),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.5/gha-utils-macos-arm64.bin),2025-06-26,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/e0b1462a160feab86018228096dc1fbe426abb1e232a35d82e8f09f831a42fb2)
[`4.17.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.5),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.5/gha-utils-macos-x64.bin),2025-06-26,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/9c3d5d415007445f498347038113839f6146a76692b769434ed459530f8b5968)
[`4.17.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.5),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.5/gha-utils-windows-arm64.exe),2025-06-26,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/4fab829debdad7e81c49d3c0b9443c28f9af239d43b5bc52915a5673394726a4)
[`4.17.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.5),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.5/gha-utils-windows-x64.exe),2025-06-26,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/2fef7cfb6d6b5879c9806bfe3f1675de94c44fd52baed2af6c431b5f9572e4eb)
[`4.17.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.4),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.4/gha-utils-linux-arm64.bin),2025-06-20,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/679a18f245033c6fb28cdd8450ac18e21a32319e10274a22cd69cf7aecbbdfb0)
[`4.17.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.4),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.4/gha-utils-linux-x64.bin),2025-06-20,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/4ac7d4e2ad347ac61dd63e53cda467f9afc70b04b7f120e38d62ad81d839d319)
[`4.17.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.4),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.4/gha-utils-macos-arm64.bin),2025-06-20,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/d98db131b34e2fb3233cfea0e4c50a8ae0fc2d59e38b201f3e7d95aa180e4de2)
[`4.17.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.4),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.4/gha-utils-macos-x64.bin),2025-06-20,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/4fb9f858eb9b581252803c6ce3d9e33c967ec828e3f98c87b750916a034678f2)
[`4.17.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.4),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.4/gha-utils-windows-arm64.exe),2025-06-20,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/fb3369108f3d854fb236e6e2c98ec0d45f82b5110f03759b3c1545061ad5bc38)
[`4.17.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.4),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.4/gha-utils-windows-x64.exe),2025-06-20,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/0795610039a0352895f08fd720c53a37e212fff7b0d338d106e6d5af4a537635)
[`4.17.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.3),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.3/gha-utils-linux-arm64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/5717f9855d061b2ba721a6956d9688468eb9591b30dda8eb1c95efe9dcecd837)
[`4.17.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.3),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.3/gha-utils-linux-x64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/d8ca6ddaf56ead5432848c08eaf7ddd718051b71ae7010658db2969abf96289c)
[`4.17.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.3),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.3/gha-utils-macos-arm64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/8f4fbeae3f7cd9bf754d35de3e5fa49160c555ce6aaa095c9663600e8b3ebd46)
[`4.17.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.3),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.3/gha-utils-macos-x64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/3db54d9fbd11250a618bcfbccc783935486339f862ea44dca39759ca9ec83a58)
[`4.17.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.3),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.3/gha-utils-windows-arm64.exe),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/29a61e4af55dfeaa86249e702b609f529a70cf85513062578a6d0f3083c8b005)
[`4.17.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.3),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.3/gha-utils-windows-x64.exe),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/937a992a71ebb184f3a3c3b496bb44e83f99ffdda24e9f28d16b766f9a7592df)
[`4.17.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.2),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.2/gha-utils-linux-arm64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/b028720e128ad1251f5c1b72ec7ea6c77fa0b1024db87a99a273ec87f92db352)
[`4.17.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.2),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.2/gha-utils-linux-x64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/9574191126525a5382bc3a1c5dd4c55b7e731c26d9c715a482be5d9ec5a98943)
[`4.17.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.2),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.2/gha-utils-macos-arm64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/95b68e3151a4f3bc72d293176644e7732a7d092e7a73fa2c5b1201ebdaa189ab)
[`4.17.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.2),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.2/gha-utils-macos-x64.bin),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/b63cd6cce1e3d6f3fdf592da0fea1245a8ba97545f284244a2ff62bc6a0c7dd8)
[`4.17.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.2),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.2/gha-utils-windows-arm64.exe),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/d1b93f748a57fb2f3410feba2f8d77c602b76a631ba9bace6fded1e0006dbe19)
[`4.17.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.2),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.2/gha-utils-windows-x64.exe),2025-06-08,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/b3cd996996dc86003c9ce4b3003121a18c916d20f35adb60e152f66c3570606a)
[`4.17.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.1/gha-utils-linux-arm64.bin),2025-05-27,
[`4.17.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.1/gha-utils-linux-x64.bin),2025-05-27,
[`4.17.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.1/gha-utils-macos-arm64.bin),2025-05-27,
[`4.17.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.1/gha-utils-macos-x64.bin),2025-05-27,
[`4.17.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.1/gha-utils-windows-arm64.exe),2025-05-27,
[`4.17.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.1/gha-utils-windows-x64.exe),2025-05-27,
[`4.17.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.0/gha-utils-linux-arm64.bin),2025-05-27,
[`4.17.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.0/gha-utils-linux-x64.bin),2025-05-27,
[`4.17.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.0/gha-utils-macos-arm64.bin),2025-05-27,
[`4.17.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.0/gha-utils-macos-x64.bin),2025-05-27,
[`4.17.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.0/gha-utils-windows-arm64.exe),2025-05-27,
[`4.17.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.17.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.17.0/gha-utils-windows-x64.exe),2025-05-27,
[`4.16.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.7),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.7/gha-utils-linux-arm64.bin),2025-05-24,
[`4.16.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.7),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.7/gha-utils-linux-x64.bin),2025-05-24,
[`4.16.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.7),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.7/gha-utils-macos-arm64.bin),2025-05-24,
[`4.16.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.7),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.7/gha-utils-macos-x64.bin),2025-05-24,
[`4.16.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.7),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.7/gha-utils-windows-arm64.exe),2025-05-24,
[`4.16.7` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.7),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.7/gha-utils-windows-x64.exe),2025-05-24,
[`4.16.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.6),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.6/gha-utils-linux-arm64.bin),2025-05-24,
[`4.16.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.6),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.6/gha-utils-linux-x64.bin),2025-05-24,
[`4.16.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.6),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.6/gha-utils-macos-arm64.bin),2025-05-24,
[`4.16.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.6),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.6/gha-utils-macos-x64.bin),2025-05-24,
[`4.16.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.6),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.6/gha-utils-windows-arm64.exe),2025-05-24,
[`4.16.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.6),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.6/gha-utils-windows-x64.exe),2025-05-24,
[`4.16.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.5),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.5/gha-utils-linux-arm64.bin),2025-05-19,
[`4.16.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.5),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.5/gha-utils-linux-x64.bin),2025-05-19,
[`4.16.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.5),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.5/gha-utils-macos-arm64.bin),2025-05-19,
[`4.16.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.5),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.5/gha-utils-macos-x64.bin),2025-05-19,
[`4.16.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.5),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.5/gha-utils-windows-arm64.exe),2025-05-19,
[`4.16.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.5),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.5/gha-utils-windows-x64.exe),2025-05-19,
[`4.16.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.4),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.4/gha-utils-linux-arm64.bin),2025-05-18,
[`4.16.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.4),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.4/gha-utils-linux-x64.bin),2025-05-18,
[`4.16.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.4),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.4/gha-utils-macos-arm64.bin),2025-05-18,
[`4.16.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.4),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.4/gha-utils-macos-x64.bin),2025-05-18,
[`4.16.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.4),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.4/gha-utils-windows-arm64.exe),2025-05-18,
[`4.16.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.4),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.4/gha-utils-windows-x64.exe),2025-05-18,
[`4.16.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.3),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.3/gha-utils-linux-arm64.bin),2025-05-13,
[`4.16.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.3),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.3/gha-utils-linux-x64.bin),2025-05-13,
[`4.16.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.3),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.3/gha-utils-macos-arm64.bin),2025-05-13,
[`4.16.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.3),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.3/gha-utils-macos-x64.bin),2025-05-13,
[`4.16.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.3),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.3/gha-utils-windows-arm64.exe),2025-05-13,
[`4.16.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.3),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.3/gha-utils-windows-x64.exe),2025-05-13,
[`4.16.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.1/gha-utils-linux-arm64.bin),2025-04-26,
