Version,Platform,Released,VirusTotal
[`7.12.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.1/repomatic-7.12.1-linux-arm64.bin),2026-08-15,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/41918fc5f5d6a862840bcacf50a58fd623869e980227bf4e8c3305c11be1a5ef)
[`7.12.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.1/repomatic-7.12.1-linux-x64.bin),2026-08-15,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/aca0f9e6d27d55e0b1391e5e1e3283f0eda4b0e197f4d8560862911085f7dae8)
[`7.12.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.1/repomatic-7.12.1-macos-arm64.bin),2026-08-15,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/980c4e0bf9287e4e3adde6be3eca1882e7f6fa56ac95820e64ec789c4133b60b)
[`7.12.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.1/repomatic-7.12.1-macos-x64.bin),2026-08-15,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/36cb8418ec6c6d4505b01126e841e9125062d205415ecc34417c4349d0b17796)
[`7.12.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.1/repomatic-7.12.1-windows-arm64.exe),2026-08-15,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/94f68b927a4733b8bce527334bbd83d455d8bebe3851fe85a4377ac88f49aa35)
[`7.12.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.1/repomatic-7.12.1-windows-x64.exe),2026-08-15,[{octicon}`shield;1em;sd-text-danger` 21.4%](https://www.virustotal.com/gui/file/7031b56e8c33df1ab16abed630f8a1c0c70b45f235a093758ab3d8086d4e9264)
[`7.12.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.0/repomatic-7.12.0-linux-arm64.bin),2026-08-14,[{octicon}`shield;1em;sd-text-warning` 1.9%](https://www.virustotal.com/gui/file/966dadf69e08ea890b3ce8df88d1ccc8e63559747e0d0884e341269d785f3024)
[`7.12.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.0/repomatic-7.12.0-linux-x64.bin),2026-08-14,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/6407a72ea1c12eb60f6a71804b614d3cfb7b8e59ab56cea24c1459d0f0c9bcf7)
[`7.12.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.0/repomatic-7.12.0-macos-arm64.bin),2026-08-14,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/4afba33641af1261f95ffd6ce3c463bd450ec0b993215c561bd06f7de0ae9746)
[`7.12.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.0/repomatic-7.12.0-macos-x64.bin),2026-08-14,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/55329fc479ee2e08f7612093e22d325914bfb944c47bf4f2e2aea33d82d71fe9)
[`7.12.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.0/repomatic-7.12.0-windows-arm64.exe),2026-08-14,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/299ccc227460634d016b9e52c24980d3eca4f58a77e8bdb4208d8c193a046981)
[`7.12.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.12.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.12.0/repomatic-7.12.0-windows-x64.exe),2026-08-14,[{octicon}`shield;1em;sd-text-danger` 21.4%](https://www.virustotal.com/gui/file/7db28a017ff93caaad8e58bfd77220ca2ad7f15ae395de87eed70108f66346d1)
[`7.11.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.11.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.11.0/repomatic-7.11.0-linux-arm64.bin),2026-08-13,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/86b8e114c3a017ae8a0d623a73dace467e0fdab9d7eb23a2f6ed123493b65155)
[`7.11.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.11.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.11.0/repomatic-7.11.0-linux-x64.bin),2026-08-13,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/329b2e6794a3d7dbb6d512c86659ce1515b4f3d6aeaacf2fac8a1b1a9fb3687a)
[`7.11.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.11.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.11.0/repomatic-7.11.0-macos-arm64.bin),2026-08-13,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/b5c054312b4500edc27888f9bc47b51e984c8d0bc3ab2487b4e1b3977b52ea48)
[`7.11.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.11.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.11.0/repomatic-7.11.0-macos-x64.bin),2026-08-13,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/f3f37d5450653625337db0fc4aad35a1072e40cf2a9f8f63f5ade1723868344f)
[`7.11.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.11.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.11.0/repomatic-7.11.0-windows-arm64.exe),2026-08-13,[{octicon}`shield;1em;sd-text-warning` 4.4%](https://www.virustotal.com/gui/file/6f8f8fb25fde920298081d9f0d06eab6176ce40141b85d172a73579dbf2b293a)
[`7.11.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.11.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.11.0/repomatic-7.11.0-windows-x64.exe),2026-08-13,[{octicon}`shield;1em;sd-text-danger` 23.2%](https://www.virustotal.com/gui/file/1e7740f01b879ccbdaf5073357cb7b3e3076515d429d69edfb9b3ce92089b324)
[`7.10.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.10.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.10.0/repomatic-7.10.0-linux-arm64.bin),2026-08-12,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/06982107113460e5fc68533f60301ed91ad08044236ba5ce28a4a09e97853ba1)
[`7.10.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.10.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.10.0/repomatic-7.10.0-linux-x64.bin),2026-08-12,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/a9cfb0512ea2c8e4ed8aa583b90c317612bc14058293b3d967eb8059922458c3)
[`7.10.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.10.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.10.0/repomatic-7.10.0-macos-arm64.bin),2026-08-12,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/2c7350a0e80e54fd9262634116e538fb1bf9badd8c4739e97cd05bc51918ed01)
[`7.10.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.10.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.10.0/repomatic-7.10.0-macos-x64.bin),2026-08-12,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/6944837376d3ecf0abe157c67e7bf7e61f26006a4da838f853c914d980d92478)
[`7.10.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.10.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.10.0/repomatic-7.10.0-windows-arm64.exe),2026-08-12,[{octicon}`shield;1em;sd-text-warning` 4.4%](https://www.virustotal.com/gui/file/9138ae8dd680915a433624f499fbe015cd6670a3b2149b7bfeb8f8863f88ad35)
[`7.10.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.10.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.10.0/repomatic-7.10.0-windows-x64.exe),2026-08-12,[{octicon}`shield;1em;sd-text-danger` 21.4%](https://www.virustotal.com/gui/file/3f93fe6078af1fea483856b1b64471036db8e7b37e98a2b517b12dc7dc01405b)
[`7.9.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.9.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.9.0/repomatic-7.9.0-linux-arm64.bin),2026-08-10,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/1a0543feb74619727a293705e127abd3e6ac1e34495ff35b48b9aefe2a657f1a)
[`7.9.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.9.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.9.0/repomatic-7.9.0-linux-x64.bin),2026-08-10,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/abd78dc1a7c3a81a6231c52a0f3b57d0b8b9342b2552e2e9dd71a99b23c4bb78)
[`7.9.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.9.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.9.0/repomatic-7.9.0-macos-arm64.bin),2026-08-10,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/63fd00da061ef9b19a410132e55db3a3ccd0229815965e6117371fe162edf537)
[`7.9.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.9.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.9.0/repomatic-7.9.0-macos-x64.bin),2026-08-10,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/16dbd33f900b89007ba78dcb4ac167110b3f1f65ad3726893cc7f810a41a46f1)
[`7.9.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.9.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.9.0/repomatic-7.9.0-windows-arm64.exe),2026-08-10,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/2377a693f47edaac3f1af0d6fee3aecaeadf11893c69d5da986813c533568f9c)
[`7.9.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.9.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.9.0/repomatic-7.9.0-windows-x64.exe),2026-08-10,[{octicon}`shield;1em;sd-text-danger` 24.3%](https://www.virustotal.com/gui/file/c73dbc1c733cb23ed4b0c8ef94343ccf1983e9510b16c638d6ea102928686b03)
[`7.8.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.8.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.8.0/repomatic-7.8.0-linux-arm64.bin),2026-08-09,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/461b7b94eea8f152df9b1d80a38a6684076ba74acd1a02976a48bf562c95faf0)
[`7.8.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.8.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.8.0/repomatic-7.8.0-linux-x64.bin),2026-08-09,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/62a3dfc7d40164076d5e265431218aaf4c376eb528befd7e61e9126c2ede40a2)
[`7.8.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.8.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.8.0/repomatic-7.8.0-macos-arm64.bin),2026-08-09,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/3bb59f67a8614ed742a7b71cfdd58df43161c190c8ae7c1c2c510636c06567a7)
[`7.8.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.8.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.8.0/repomatic-7.8.0-macos-x64.bin),2026-08-09,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/65a62a9da0e2b91d4dc5900797cea727e6fb4e5b77e65c3611fa69a01ac9ad61)
[`7.8.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.8.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.8.0/repomatic-7.8.0-windows-arm64.exe),2026-08-09,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/d7d67f58cd89aaf9632018512c33b93187dec03ff8ef9ebbdfbb93328c492d2b)
[`7.8.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.8.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.8.0/repomatic-7.8.0-windows-x64.exe),2026-08-09,[{octicon}`shield;1em;sd-text-danger` 27.9%](https://www.virustotal.com/gui/file/fcee5f3ac8100261cb6f475ad7df3146774f163b2080cb8e916dadfd7ad039cd)
[`7.6.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.6.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.6.0/repomatic-7.6.0-linux-arm64.bin),2026-08-08,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/0d1e5f6e888489449c2741930157fecf031659db09af906e774a284f9c0fb195)
[`7.6.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.6.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.6.0/repomatic-7.6.0-linux-x64.bin),2026-08-08,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/811c52a27a722fcbb8c5f6f777a46fbf29c257a92f2c08d404f805d557ae10df)
[`7.6.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.6.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.6.0/repomatic-7.6.0-macos-arm64.bin),2026-08-08,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/2272c76b9caa331b909311839e1a19cc69b73cef4f16a355cd8ebdcc193a392a)
[`7.6.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.6.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.6.0/repomatic-7.6.0-macos-x64.bin),2026-08-08,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/c403cdd854e8bf33e2d57c44317b85030ebb455b1eb4bc02e82d435536595e16)
[`7.6.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.6.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.6.0/repomatic-7.6.0-windows-arm64.exe),2026-08-08,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/01e5fd18b5c8d5c87ff5ab929d7fe3630bd65b3e9943914873dd2786e8b2f8e8)
[`7.6.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.6.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.6.0/repomatic-7.6.0-windows-x64.exe),2026-08-08,[{octicon}`shield;1em;sd-text-danger` 30.0%](https://www.virustotal.com/gui/file/41a3c3be8fb8126a5a0e8164e568f7414ca84a3cfa646b4711e5b65d5a02260a)
[`7.5.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.5.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.5.0/repomatic-7.5.0-linux-arm64.bin),2026-08-07,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/999cc3d9b3e82b77c9845efd1c45cc1c5ef18d2645b363e9df3a92249e53d4df)
[`7.5.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.5.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.5.0/repomatic-7.5.0-linux-x64.bin),2026-08-07,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/59920f51df5aef4eec6674b83967d0c3e71ec5013336066df89b292a2c946ae9)
[`7.5.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.5.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.5.0/repomatic-7.5.0-macos-arm64.bin),2026-08-07,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/70605003c9778d9aed4acb385e9327560bec554ef05cd3b893847d97878cc7bb)
[`7.5.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.5.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.5.0/repomatic-7.5.0-macos-x64.bin),2026-08-07,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/6659aa8aad958f3912aa29f3b6b9a70ab6bfeb15c6d2e78577b2cfa2bf28240c)
[`7.4.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.1/repomatic-7.4.1-linux-arm64.bin),2026-08-01,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/a15888ade440cb2b70839bd0a9f823b1907a8d94648520ce39daaa124ff7bfa2)
[`7.4.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.1/repomatic-7.4.1-linux-x64.bin),2026-08-01,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/4c2b95f68498bcf4d4cf8ca3227918591a313c3fe4bdf02947b1bcef29517ec5)
[`7.4.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.1/repomatic-7.4.1-macos-arm64.bin),2026-08-01,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/08d12d30e09067141bc03beb9d7b74aba2710c6b6449350a777031199ecbb876)
[`7.4.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.1/repomatic-7.4.1-macos-x64.bin),2026-08-01,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/c959d7a911e152b6ab0f9030ac1c1175fc71ad3cc0620dcd6077971728961402)
[`7.4.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.1/repomatic-7.4.1-windows-arm64.exe),2026-08-01,[{octicon}`shield;1em;sd-text-warning` 4.4%](https://www.virustotal.com/gui/file/88eaa42b6d312d80b97dc254294f142394f17fd0f1ea72b1c79a502fc3b70d30)
[`7.4.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.1/repomatic-7.4.1-windows-x64.exe),2026-08-01,[{octicon}`shield;1em;sd-text-danger` 30.0%](https://www.virustotal.com/gui/file/d83afc14e6015c0f984ca322def23114eba965396aa0ca8f1cab02c2bffc29ce)
[`7.4.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.0/repomatic-7.4.0-linux-arm64.bin),2026-07-31,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/40b78fa7d8745080130a5ca51e41b66a030c7ee47db2473f19f0e70e6814a73a)
[`7.4.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.0/repomatic-7.4.0-linux-x64.bin),2026-07-31,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/d40ace95c0289756355a7c2cf5bbe04d3d9e4d3f0cb7126d81ad37f1a2443db9)
[`7.4.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.0/repomatic-7.4.0-macos-arm64.bin),2026-07-31,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/3ad58cb3b30a403685ddfaa2ba698e63f3af5dc922c7dd61e8ed4c3d8908814d)
[`7.4.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.0/repomatic-7.4.0-macos-x64.bin),2026-07-31,[{octicon}`shield;1em;sd-text-warning` 1.8%](https://www.virustotal.com/gui/file/6d318b25815f0e01b04b2d396961c8fc3738a554e2fb5f088477688950f99cb8)
[`7.4.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.0/repomatic-7.4.0-windows-arm64.exe),2026-07-31,[{octicon}`shield;1em;sd-text-warning` 4.7%](https://www.virustotal.com/gui/file/b4300b197512c6ddeae0d7a4daa1a539eaff496f5461b801210210a06b7350d0)
[`7.4.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.4.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.4.0/repomatic-7.4.0-windows-x64.exe),2026-07-31,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/3f63b1e7b4c730d2d88b12c26732ed737d7ded13fc518df8f3c7ad5c7ae6b4e3)
[`7.3.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.1/repomatic-7.3.1-linux-arm64.bin),2026-07-28,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/1e03884470ff9ae454273f1cb33cd78f8086d91953ccfd27fc1190f9d009ae1e)
[`7.3.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.1/repomatic-7.3.1-linux-x64.bin),2026-07-28,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/1047e4489e374224e90308b907a2b7c03b0cc19e3d071f7fe359ac292f2c5f84)
[`7.3.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.1/repomatic-7.3.1-macos-arm64.bin),2026-07-28,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/02b99e89d92a276053c1ae34cd334664bf1f1f939b3e581d35e9c13a38597e97)
[`7.3.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.1/repomatic-7.3.1-macos-x64.bin),2026-07-28,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/0e3b20a021c856fffcdb60271077d4d1583824d2deaf8d7cacbe0b1c4e9943b5)
[`7.3.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.1/repomatic-7.3.1-windows-arm64.exe),2026-07-28,[{octicon}`shield;1em;sd-text-warning` 3.0%](https://www.virustotal.com/gui/file/b76ca73cf5f0da847b0fd78f9a5c95f6fa26429f4c32265a6bd83d9bdc09086f)
[`7.3.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.1/repomatic-7.3.1-windows-x64.exe),2026-07-28,[{octicon}`shield;1em;sd-text-danger` 32.4%](https://www.virustotal.com/gui/file/c22336a704f6f470f89b237f1c590e4a7725233eac126520bead39c5c94a86f9)
[`7.3.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.0/repomatic-7.3.0-linux-arm64.bin),2026-07-23,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/4f790257e18b31cb20c7be39884e209ee782dd63f59ffbb616b86b712a8a76cd)
[`7.3.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.0/repomatic-7.3.0-linux-x64.bin),2026-07-23,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/030a5df40d62cba86c8d7ec0212404bd0e374fcdb76f4b6e0da95fe33cfc4b1c)
